git_repo,total_commits,last_commit_before_months,avg_commits_per_day,git_unique_contributors,forks,stars,open_PRs,merged_PRs,open_issues,resolved_issues,version_release_frequency_months,version_release_frequency_years,LOC,total_lines_added,total_lines_deleted,lines_added_one_and_half_year,lines_deleted_one_and_half_year,readme_updated,sloc_javascript,sloc_typescript,cyclomatic_complexity
https://github.com/mantou132/gem-frame,51,23.6,0.06,3,0,1,0,3,3,11,0.0,0.0,170,68894,55624,0,0,False,115.0,975.0,4.0
https://github.com/ElderAS/vue-elder-dropdown,27,14.14,0.03,4,1,0,7,18,0,0,0.48,5.87,25,13349,10596,2,0,False,20.0,0.0,1.0
https://github.com/JailBreakC/node-font-collector,15,98.97,1.67,2,19,108,0,0,4,0,0.0,0.0,244,946,348,0,0,False,158.0,1.0,25.0
https://github.com/hefantvH5/hefantv-history,3,71.13,3.0,1,0,0,0,0,0,0,0.0,0.0,117,374,5,0,0,False,107.0,0.0,28.0
https://github.com/hanifiyildirimdagi/krdae-node-sdk,8,19.05,4.0,2,0,0,0,0,0,0,0.0,0.0,31,2134,2,0,0,False,27.0,164.0,15.0
https://github.com/bsonntag/react-remarkbox,68,7.51,0.03,4,0,4,0,16,0,1,0.2,2.47,208,12102,8584,17,29,False,162.0,0.0,4.0
https://github.com/eakarpov/GraphLabsSuite.Core.GraphVisualizer,201,32.94,0.14,10,2,0,5,47,0,0,0.0,0.0,0,4826,1084,0,0,False,0.0,811.0,13.0
https://github.com/DanielHindi/aws-s3-zipper,39,25.64,0.02,14,73,116,7,19,22,9,0.16,2.0,399,1558,428,0,0,False,379.0,0.0,64.0
https://github.com/chenyunjie/simple-rc-drag,26,14.44,8.67,2,0,0,0,0,0,0,0.0,0.0,2450,5902,1862,5902,1862,True,2437.0,452.0,18.0
https://github.com/wintpann/code-input-react,26,18.6,1.3,1,0,2,0,0,0,0,10.0,121.67,332,32141,10567,0,0,False,281.0,268.0,18.0
https://github.com/yeojz/diff-immutability-helper,23,65.98,0.05,1,1,2,0,1,0,0,90.0,1095.0,164,11108,3333,0,0,False,127.0,0.0,24.0
https://github.com/antmanler/natsboard,63,98.95,0.59,2,0,0,0,0,0,0,3.64,44.24,1628,3465,1890,0,0,False,266.0,0.0,12.0
https://github.com/commandersact/react-tag-commander,138,0.56,0.07,16,7,10,6,55,0,6,0.11,1.39,5115,125621,92033,90061,89186,True,213.0,0.0,42.0
https://github.com/IDWMaster/freespeech-crypto,25,87.97,0.08,2,0,0,0,0,0,0,0.0,0.0,340,453,63,0,0,False,264.0,0.0,12.0
https://github.com/johnie/crip-css-properties,5,84.5,0.01,2,1,11,0,0,1,1,0.0,0.0,5,1016,6,0,0,False,1.0,0.0,1.0
https://github.com/cube-js/cube.js,8100,0.1,4.08,315,1700,16900,308,5384,531,1570,15.89,193.35,428187,3192973,1811967,551242,229483,True,67841.0,66719.0,16.0
https://github.com/ymm-tech/gods-pen-cli,43,45.94,0.13,4,36,48,5,3,0,2,0.0,0.0,6439,17670,941,0,0,False,4886.0,0.0,14.0
https://github.com/weilkss/react-vue-loading,14,43.35,0.03,3,0,1,1,0,0,0,0.0,0.0,1123,2732,1523,0,0,False,555.0,1.0,19.0
https://github.com/jahudka/posthtml-responsive-images,8,12.39,8.0,1,0,1,0,0,0,1,0.0,0.0,110,379,70,379,70,True,88.0,26.0,22.0
https://github.com/romainberger/react-portal-tooltip,205,59.18,0.16,26,75,404,30,42,23,41,1.08,13.16,57834,149062,139026,0,0,False,916.0,0.0,43.0
https://github.com/titeya/swipablereact,6,71.96,0.43,1,0,0,0,0,0,0,0.0,0.0,634,9387,2203,0,0,False,555.0,0.0,11.0
https://github.com/wighawag/web3w-torus,17,33.18,0.05,1,0,0,7,0,0,0,0.0,0.0,829,8592,4658,0,0,False,434.0,210.0,16.0
https://github.com/AndSpark/vue-di,55,4.52,0.1,2,0,0,0,0,0,0,0.0,0.0,7,7990,974,207,59,False,4.0,737.0,16.0
https://github.com/JotinhaBR/imagemin-jpeg-autorotate,4,31.61,4.0,2,0,0,0,2,0,0,0.0,0.0,39,92,0,0,0,False,33.0,0.0,6.0
https://github.com/lightColour/bbplus-element,9,73.17,0.38,1,0,0,0,0,0,0,0.0,0.0,30367,115276,26394,0,0,False,3440.0,14.0,2.0
https://github.com/msmiley/gridfs-get-all,4,76.78,4.0,1,0,1,0,0,0,0,0.0,0.0,110,141,1,0,0,False,87.0,0.0,6.0
https://github.com/babascript/node-babascript-manager,52,115.94,0.26,5,0,0,0,0,0,0,0.0,0.0,3029,8981,4768,0,0,False,2890.0,0.0,18.0
https://github.com/bkzl/hocus-pocus,401,60.78,0.25,2,10,128,0,1,0,0,1.06,12.93,230,22397,14251,0,0,False,62.0,0.0,1.0
https://github.com/ebi-webcomponents/nightingale,411,0.5,0.5,15,32,111,4,184,9,74,3.3,40.11,226,206011,56586,162011,43941,True,596.0,10704.0,27.0
https://github.com/jessezhang007007/node-echarts-canvas,59,30.9,0.03,8,5,10,0,0,0,0,0.0,0.0,565,1937,1203,0,0,False,532.0,0.0,8.0
https://github.com/cakuki/cordova-plugin-viewport,14,40.67,0.01,6,10,8,0,3,1,3,0.07,0.84,59,263,24,0,0,False,36.0,0.0,8.0
https://github.com/tanakataku/discord-job-panel,26,23.2,2.0,1,0,0,0,1,0,0,0.0,0.0,127,2372,210,0,0,False,203.0,0.0,27.0
https://github.com/vanntastic/generator-electron,74,100.1,0.4,6,0,14,0,1,0,0,3.3,40.11,201,829,244,0,0,False,180.0,0.0,16.0
https://github.com/antongolub/misc,445,0.1,1.65,3,0,3,0,25,0,1,37.17,452.28,0,31585,11533,31585,11533,True,1097.0,2619.0,13.0
https://github.com/everywill/superkaola,57,63.32,0.22,1,0,2,0,0,0,0,14.0,170.33,1258,35903,15797,0,0,False,797.0,0.0,100.0
https://github.com/zhangchen915/preact-isomorphic-style-loader,89,51.98,0.06,30,0,1,0,0,0,0,0.23,2.79,520,6784,5615,0,0,False,380.0,0.0,26.0
https://github.com/SinestroWhite/Normalize-JSON-API,25,43.22,0.05,3,2,8,7,4,4,1,0.0,0.0,0,3996,76,0,0,False,0.0,95.0,17.0
https://github.com/alibaba/ice,3109,0.76,2.14,82,2100,17700,12,3652,309,2756,2.94,35.75,15024,474650,371274,272063,227837,True,,,
https://github.com/ImanMh/logeek,73,80.66,0.12,2,1,11,0,0,4,1,1.05,12.81,321,1646,833,0,0,False,167.0,0.0,11.0
https://github.com/chryb/random-open-color,8,75.32,0.22,1,0,1,0,0,0,0,0.0,0.0,231,471,51,0,0,False,213.0,0.0,16.0
https://github.com/HuakunShen/replace-new-lines,4,47.96,4.0,2,0,0,0,0,0,0,0.0,0.0,59,117,25,0,0,False,27.0,0.0,3.0
https://github.com/Pyrax/gatsby-theme-contact,56,32.75,0.16,3,1,5,0,1,1,0,0.79,9.61,626,24537,5574,0,0,False,554.0,0.0,8.0
https://github.com/Qitmeer/qitmeer.js,156,5.56,0.09,8,6,5,0,45,0,6,0.0,0.0,3294,19362,9439,2087,3315,False,1803.0,0.0,224.0
https://github.com/eventsauce/kafkasauce,32,97.38,8.0,3,0,2,0,0,0,1,0.0,0.0,1284,5761,280,0,0,False,862.0,0.0,48.0
https://github.com/conversejs/converse.js,8630,0.31,2.02,367,755,3000,25,1472,296,1536,0.74,9.06,845563,4517330,4187739,299396,273793,True,80274.0,0.0,17.0
https://github.com/npm/security-holder,13,28.59,0.01,6,56,147,3,9,0,0,0.0,0.0,0,39,30,0,0,False,,,
https://github.com/blue-ibex-labs/cucumber-html-reporter,4,22.46,0.08,2,0,0,0,1,0,0,0.0,0.0,964,16230,2,0,0,False,907.0,20.0,74.0
https://github.com/softwarecrafts/tailwind-component-classes,18,22.6,0.11,1,1,8,0,0,8,6,0.0,0.0,314,3288,211,0,0,False,249.0,0.0,53.0
https://github.com/vnues/common-api,4,52.08,4.0,1,0,0,0,0,0,0,0.0,0.0,17,101,2,0,0,False,12.0,0.0,6.0
https://github.com/lyonzy/nativescript-firebase,8,98.12,0.29,1,0,0,0,0,1,0,0.0,0.0,61,395,52,0,0,False,11.0,0.0,2.0
https://github.com/drmonty/leaflet-routing-machine,34,72.26,0.03,2,0,0,0,0,0,0,0.75,9.11,16264,21727,5335,0,0,False,14786.0,0.0,12.0
https://github.com/wDiogolo/username-gen,3,49.71,3.0,2,0,3,0,1,0,0,0.0,0.0,35,509,0,0,0,False,22.0,0.0,5.0
https://github.com/Rapsssito/react-native-background-actions,87,4.48,0.06,15,84,647,2,39,27,143,0.48,5.89,375,26552,4812,95,59,True,141.0,182.0,7.0
https://github.com/matrix-io/matrix-test-monitor-sensor,4,95.35,0.14,1,2,3,0,0,0,0,0.0,0.0,1,67,21,0,0,False,1.0,0.0,1.0
https://github.com/rocnogu/create-react-app-rocnogu,5,24.81,5.0,1,0,0,0,0,0,0,0.0,0.0,51,158,14,0,0,False,42.0,0.0,1.0
https://github.com/Prechan/Leaflet.Resizer,2,95.35,2.0,1,0,1,0,0,0,0,0.0,0.0,92,361,4,0,0,False,66.0,0.0,1.0
https://github.com/bramkn/n8n-nodes-pgp,8,4.38,0.05,1,2,4,0,0,0,0,0.0,0.0,135,16824,1937,16824,1937,True,68.0,272.0,18.0
https://github.com/prebuild/npm-script-context,11,40.22,11.0,1,0,1,0,0,0,0,0.0,0.0,209,428,49,0,0,False,180.0,0.0,30.0
https://github.com/maseb/thicket,156,80.83,0.15,3,1,3,1,4,2,0,3.26,39.64,47194,137186,101762,0,0,False,14356.0,0.0,356.0
https://github.com/joaobrasildev/extranet-shared-types,1,6.35,1.0,1,0,0,0,0,0,0,0.0,0.0,0,1,0,1,0,True,0.0,0.0,0.0
https://github.com/AJ-Creations/Xmoduler,1,62.06,1.0,1,0,0,0,0,0,0,0.0,0.0,0,23,0,0,0,False,0.0,0.0,0.0
https://github.com/idleberg/gulp-webvsc,125,2.01,0.06,4,1,0,0,13,0,0,0.17,2.01,75,17713,11383,6605,9449,True,84.0,79.0,20.0
https://github.com/wudi98/wd-drop-sort,2,38.94,2.0,1,0,0,0,0,0,0,0.0,0.0,228,6836,8,0,0,False,190.0,0.0,12.0
https://github.com/mhuggins/railway-bootstrap,15,139.7,1.5,1,0,3,0,0,0,0,0.0,0.0,326,1185,309,0,0,False,253.0,0.0,50.0
https://github.com/afialapis/farrapa,39,1.45,0.06,1,0,0,0,0,0,0,0.0,0.0,344,13568,12207,7304,10973,True,733.0,0.0,12.0
https://github.com/EmergentIdeas/binddata,1,85.43,1.0,1,0,0,0,0,0,0,0.0,0.0,267,319,0,0,0,False,243.0,0.0,55.0
https://github.com/ToBePlus/ngx-uploader,277,73.71,0.41,59,0,1,0,0,0,0,2.23,27.16,546,39726,27709,0,0,False,223.0,606.0,15.0
https://github.com/lukaskollmer/objc,320,25.11,0.18,1,19,94,9,16,11,17,0.35,4.2,1670,37298,20487,0,0,False,1109.0,0.0,153.0
https://github.com/kapil5harma/react-common-input,5,55.57,5.0,2,0,0,0,0,0,0,0.0,0.0,169,318,1,0,0,False,130.0,0.0,9.0
https://github.com/TrueCar/react-launch-darkly,246,14.6,0.11,23,22,76,14,73,12,31,0.56,6.76,115,39152,29155,4,0,True,0.0,268.0,12.0
https://github.com/fengyuanchen/viewerjs,511,5.27,0.18,21,1200,7500,6,63,29,500,0.65,7.89,22155,181072,121866,14194,12721,True,11029.0,160.0,16.0
https://github.com/Zlatov/Zlader,18,52.11,0.04,2,0,0,1,1,0,0,0.42,5.17,150,627,191,0,0,False,141.0,0.0,26.0
https://github.com/joelalejandro/vdom-virtualize,93,79.74,0.08,16,0,0,0,0,0,0,0.46,5.6,1045,1676,705,0,0,False,424.0,0.0,11.0
https://github.com/simatec/ioBroker.pegelalarm,304,0.54,0.29,5,3,0,0,170,1,11,0.37,4.49,4917,38762,27415,11536,9315,True,1376.0,8.0,263.0
https://github.com/appstormco/gitbook-plugin-image-class,6,77.45,0.02,3,0,0,0,0,0,0,0.0,0.0,57,663,203,0,0,False,26.0,0.0,1.0
https://github.com/SyedWasiHaider/VueHighlightInput,36,57.79,0.09,4,31,180,2,4,15,13,0.0,0.0,1873,40778,29410,0,0,False,1147.0,0.0,11.0
https://github.com/gezhicui/tree-formatter,12,7.09,0.03,1,0,1,0,0,0,0,0.0,0.0,381,3172,1341,1878,1305,True,24.0,117.0,13.0
https://github.com/purifycss/purifycss-webpack-plugin,206,62.0,0.18,20,52,773,5,30,40,71,1.51,18.36,494,2250,1140,0,0,False,327.0,0.0,25.0
https://github.com/ngryman/lines-iterator,8,82.54,0.03,2,0,1,5,3,1,0,0.0,0.0,32,238,16,0,0,False,19.0,0.0,5.0
https://github.com/pomber/remark-import-code,8,53.89,0.2,1,1,23,1,0,1,0,0.0,0.0,36,171,68,0,0,False,21.0,0.0,4.0
https://github.com/jingkecn/WatchWorker,69,89.54,1.19,3,0,0,0,0,0,0,0.0,0.0,6401,420623,417248,0,0,False,1058.0,0.0,19.0
https://github.com/camunda-community-hub/zeebe-client-node-js,798,3.14,0.45,34,35,149,2,188,6,164,1.29,15.71,10953,382397,343176,41080,23419,True,209.0,4245.0,11.0
https://github.com/gavinning/express-detector,1,89.96,1.0,1,0,1,0,0,0,0,0.0,0.0,124,215,0,0,0,False,120.0,0.0,4.0
https://github.com/Pythagora-io/pythagora,557,4.22,1.95,8,52,1400,4,36,13,16,0.0,0.0,5589,17542,10596,17542,10596,True,3245.0,0.0,11.0
https://github.com/rkallan/javascript-helpers,4,28.18,0.01,3,0,0,0,0,0,0,2.86,34.76,2293,15904,20,0,0,False,1876.0,0.0,11.0
https://github.com/Alorel/localforage-driver-memory,281,4.09,0.15,8,1,2,3,158,0,5,1.43,17.38,52,18451,11560,2998,3023,False,7.0,399.0,17.0
https://github.com/fookoo/react-use-smart-state,5,33.72,5.0,1,0,1,0,0,0,0,0.0,0.0,0,12050,18,0,0,False,0.0,26.0,1.0
https://github.com/typesettin/stylie.modals,14,102.7,0.08,1,0,0,1,0,0,0,0.0,0.0,1724,8918,1637,0,0,False,1196.0,0.0,16.0
https://github.com/FENIX-Platform/fenix-ui-filter,219,90.04,0.35,10,1,0,1,0,11,16,0.39,4.77,13283,34954,17648,0,0,False,5158.0,0.0,397.0
https://haraldrudell@github.com/haraldrudell/greatjson.git,13,137.11,0.3,1,2,7,0,0,0,0,0.0,0.0,641,1718,983,0,0,False,300.0,0.0,99.0
https://github.com/domiwei/seo_defects_detector,20,71.96,4.0,1,0,0,0,0,0,0,0.0,0.0,195,1583,387,0,0,False,147.0,0.0,30.0
https://github.com/HiPhone-Chan/amap-react-native,16,77.75,0.64,1,0,0,0,0,0,0,0.0,0.0,7,1546,893,0,0,False,6.0,0.0,1.0
https://github.com/kamiazya/rediagram,352,12.93,0.36,9,10,155,13,532,17,28,0.61,7.38,381,70467,31535,110,35,True,289.0,17513.0,12.0
https://github.com/Spicy-Sparks/react-native-mediastore,42,16.89,0.08,3,2,2,0,8,1,0,0.0,0.0,84,35275,9791,3,3,False,68.0,82.0,18.0
https://github.com/kaisellgren/Frog,2,142.13,2.0,1,1,6,0,0,0,0,0.0,0.0,35,187,2,0,0,False,30.0,0.0,6.0
https://github.com/wetfish/server,14,97.25,0.06,1,0,0,0,0,2,0,0.53,6.44,394,1500,206,0,0,False,216.0,0.0,19.0
https://github.com/loomhq/import-sort-style-loom,10,29.15,0.01,5,0,1,0,2,0,0,0.0,0.0,147,425,138,0,0,False,109.0,0.0,16.0
https://github.com/jkroso/when-all,25,119.8,0.06,1,0,0,0,0,0,0,1.01,12.24,223,1189,829,0,0,False,32.0,0.0,6.0
https://github.com/demurgos/via-proxy-mongo,31,93.23,0.48,2,0,0,0,0,0,0,0.0,0.0,195,916,248,0,0,False,190.0,167.0,14.0
https://github.com/IcarusWorks/ember-key-manager,117,39.93,0.09,11,11,41,15,32,8,22,0.52,6.28,522,35926,16121,0,0,False,277.0,348.0,8.0
https://github.com/adunkman/node-trello,109,76.85,0.05,29,52,439,4,28,10,16,0.26,3.21,290,2269,897,0,0,False,325.0,0.0,23.0
https://github.com/c10ckw0rk/transit-officer,1,86.08,1.0,1,0,0,0,0,0,0,0.0,0.0,130,266,0,0,0,False,57.0,0.0,10.0
https://github.com/IlyaBiryukov/message-boundary-node-stream,14,80.37,0.03,3,1,0,0,1,0,1,0.0,0.0,41,372,71,0,0,False,116.0,6.0,10.0
https://github.com/esnunes/brownie-runtime,4,102.06,1.33,1,0,0,0,0,0,0,30.0,365.0,54,128,3,0,0,False,39.0,0.0,12.0
https://github.com/khippert5/react-intl-phone3,36,52.74,0.86,1,0,0,0,4,0,0,60.0,730.0,2766,4494,440,0,0,False,2549.0,0.0,13.0
https://github.com/tunadnz/chaindev.db,71,27.15,0.27,1,0,1,0,0,0,0,0.0,0.0,0,498,206,0,0,False,0.0,0.0,0.0
https://github.com/opentable/hapi-auth-fake,2,101.53,0.25,2,1,0,0,1,0,0,0.0,0.0,31,157,0,0,0,False,20.0,0.0,1.0
https://github.com/eyalkenig/jasmine-failed-test-files-reporter,5,70.77,5.0,1,0,0,0,1,0,0,0.0,0.0,63,137,2,0,0,False,57.0,0.0,15.0
https://github.com/hkjang/jeus,9,35.26,9.0,1,0,1,0,0,0,0,0.0,0.0,21,185,24,0,0,False,19.0,0.0,1.0
https://github.com/ndthanhdev/ok-value-error-reason,12,11.56,0.03,1,0,2,0,7,0,0,0.0,0.0,444,24517,16954,1482,16942,True,1252.0,56.0,15.0
https://github.com/angelamelinda/expert-octo-happiness,14,44.89,0.32,1,0,0,0,0,0,0,0.0,0.0,106,27058,7923,0,0,False,95.0,589.0,15.0
https://github.com/ypetya/setup-wacom,1,68.54,1.0,1,0,1,0,0,0,0,0.0,0.0,34,85,0,0,0,False,25.0,0.0,2.0
https://github.com/1aron/repo,324,10.94,2.53,3,0,7,0,0,0,4,21.9,266.51,640,56652,23253,56652,23253,True,401.0,935.0,21.0
https://github.com/NGimhana/sample_react_component_library_boilerplate,6,48.97,0.03,2,8,8,15,4,0,0,0.0,0.0,176,6200,22,0,0,False,60.0,0.0,2.0
https://github.com/quocduvp/moleculer-firebase-admin,3,34.77,3.0,2,0,0,0,0,0,0,0.0,0.0,111,1414,1083,0,0,False,106.0,0.0,16.0
https://github.com/VinceMalone/husky,433,43.97,0.2,47,0,0,0,0,0,0,1.12,13.57,1346,21554,11763,0,0,False,584.0,972.0,18.0
https://github.com/sunyrora/react-native-kakao-signin,19,73.23,0.07,1,8,4,0,0,3,0,0.0,0.0,42,4989,48,0,0,False,28.0,0.0,2.0
https://github.com/ahmedelgabri/ahmedelgabri,78,1.11,0.04,8,3,3,0,12,0,0,0.34,4.14,78,8666,6451,1311,955,True,55.0,0.0,1.0
https://github.com/henriquegogo/nozes,239,16.58,0.2,2,1,3,0,1,0,2,0.0,0.0,1258,4288,2887,1,1,False,388.0,155.0,148.0
https://github.com/vietanh74/vietanh-websocket,23,19.73,1.64,2,0,0,0,0,0,0,0.0,0.0,102,19610,11200,0,0,False,95.0,182.0,12.0
https://github.com/testpossessed/jsbuilder,8,93.35,0.03,2,0,0,0,0,1,0,0.0,0.0,1079,3403,871,0,0,False,1110.0,23.0,63.0
https://github.com/9cats/cs-community-server,66,5.07,0.46,3,0,1,0,0,0,0,18.0,219.0,788,3513,1404,3513,1404,True,763.0,141.0,4.0
https://github.com/adambom/parallel.js,191,16.97,0.06,29,212,3200,13,87,15,134,0.02,0.27,485,12264,4743,52,48,False,3067.0,0.0,18.0
https://github.com/cvalenzuela/paperspace_twilio,3,67.33,3.0,1,0,5,0,0,0,0,0.0,0.0,140,2060,5,0,0,False,118.0,0.0,13.0
https://github.com/meetsiraja/tron-tx-decoder,16,29.45,0.03,4,15,8,4,2,2,0,1.29,15.64,307,2199,1526,0,0,False,231.0,0.0,54.0
https://github.com/xiamidaxia/redux-simple-actions,6,95.96,6.0,1,0,1,0,0,0,0,0.0,0.0,207,446,16,0,0,False,122.0,0.0,33.0
https://github.com/FilipeBeck/react-audio-engine,18,28.26,0.44,1,0,2,0,0,0,0,0.0,0.0,41,20692,3760,0,0,False,39.0,3264.0,14.0
https://github.com/ystskm/xjQuery,57,51.11,0.02,1,0,1,0,1,0,0,0.0,0.0,36430,43335,8144,0,0,False,26828.0,0.0,18.0
https://github.com/unshift-devs/xyz-angular-swapi,5,109.39,5.0,1,2,13,0,0,0,0,0.0,0.0,418,984,7,0,0,False,262.0,0.0,15.0
https://github.com/cybledev/odin-sdk-js,17,3.56,0.17,2,1,0,0,0,0,0,0.0,0.0,555,1875,1127,1875,1127,True,339.0,0.0,49.0
https://github.com/LvChengbin/tengine,31,62.86,1.29,3,0,1,0,1,0,0,8.57,104.29,383,15277,7132,0,0,False,306.0,0.0,51.0
https://github.com/prenigma/jsesc,131,11.43,0.04,9,0,0,0,0,0,0,0.0,0.0,684,9915,3321,4466,5,False,599.0,0.0,15.0
https://github.com/svenkatreddy/qr-filetransfer,23,25.14,0.02,4,5,12,18,73,0,1,0.0,0.0,192,517,45,0,0,False,168.0,0.0,24.0
https://github.com/drizzle-team/drizzle-orm,1596,0.07,2.7,80,383,17400,85,438,558,579,4.91,59.74,121,278659,105343,254549,95353,True,79.0,32333.0,12.0
https://github.com/casvil/another-react-library-component,36,12.91,0.05,2,1,2,2,4,4,5,0.0,0.0,367,35554,1171,409,93,False,57.0,0.0,1.0
https://github.com/s-patompong/ckeditor-5-build-classic-image-resizable,436,47.02,0.39,14,0,0,0,0,0,0,0.0,0.0,1515,11458,10517,0,0,False,344.0,0.0,13.0
https://github.com/getblimp/eslint-config-blimp,101,40.32,0.06,7,1,5,7,23,0,0,0.37,4.46,2,6711,4380,0,0,False,36.0,0.0,1.0
https://github.com/TeruyaHaroldo/react-native-asyncstorage-queue,13,63.15,13.0,1,1,0,0,0,0,0,0.0,0.0,230,446,153,0,0,False,,,
https://github.com/echonox/cordova-plugin-snackbar,21,76.75,0.04,1,7,9,0,0,1,6,0.0,0.0,39,651,160,0,0,False,24.0,0.0,1.0
https://github.com/jarrodldavis/probot-gpg,246,55.24,0.31,3,10,13,1,54,9,8,1.13,13.77,216,4070,1447,0,0,False,748.0,0.0,35.0
https://github.com/Wayla/level-serve,37,126.39,0.62,3,1,7,0,1,3,0,4.29,52.14,343,763,170,0,0,False,258.0,0.0,34.0
https://github.com/DylanYang0523/validate-commit-msg-regexp,14,62.53,0.09,2,0,4,0,0,5,4,3.53,42.94,357,9524,506,0,0,False,252.0,0.0,15.0
https://github.com/BitBounceFE/BitBounceFE-UI,175,12.12,5.3,12,1,2,0,24,0,0,0.0,0.0,2352,31944,12114,31944,12114,True,1369.0,2141.0,106.0
https://github.com/alexanderl19/eslint-plugin-sanity-studio,31,1.78,0.16,1,0,0,0,0,0,0,0.79,9.55,384,3210,252,3210,252,True,331.0,0.0,49.0
https://github.com/fimion/jstransformer-escape-vuejs,9,64.3,9.0,1,0,0,0,0,0,0,0.0,0.0,28,242,52,0,0,False,20.0,0.0,4.0
https://github.com/pkolt/express-asyncify,30,5.39,0.01,1,0,9,1,10,0,2,2.26,27.47,47,13272,6236,12892,6193,True,0.0,72.0,16.0
https://github.com/harm-less/angular-sticky,224,64.0,0.23,8,40,83,2,12,10,22,0.43,5.19,2956,10490,4227,0,0,False,1789.0,0.0,12.0
https://github.com/aui/browser-x,108,90.45,0.77,2,10,48,0,4,1,0,0.0,0.0,2567,11028,5846,0,0,False,2504.0,0.0,215.0
https://github.com/a-labo/aslock,10,91.01,0.53,1,0,0,0,0,0,0,8.33,101.39,659,1233,392,0,0,False,191.0,0.0,13.0
https://github.com/lfufen/selfhost,56,0.64,0.37,2,0,0,0,0,0,0,7.65,93.09,44,3254,217,3254,217,True,6.0,0.0,1.0
https://github.com/hackers4peace/o-wikidata-api,5,93.91,5.0,1,0,0,0,0,0,0,0.0,0.0,28,68,4,0,0,False,23.0,0.0,1.0
https://github.com/nikolaydyankov/visual-debug,4,18.53,4.0,1,0,0,0,0,0,0,0.0,0.0,66,150,1,0,0,False,55.0,0.0,14.0
https://github.com/ErichCurable/cordova-plugin-mkExoplayer,2,31.31,2.0,1,0,0,0,0,0,0,0.0,0.0,87,2889,3,0,0,False,62.0,0.0,1.0
https://github.com/node-modli/modli,202,95.15,0.94,2,2,60,0,5,3,3,2.44,29.69,1240,5422,3321,0,0,False,302.0,0.0,25.0
https://github.com/staltz/cycle-onionify,152,63.55,0.19,11,19,282,0,24,13,33,0.2,2.49,42,11082,4987,0,0,False,33.0,1034.0,16.0
https://github.com/TehShrike/binary-search-range,8,80.83,8.0,1,0,0,0,0,0,0,0.0,0.0,45,471,29,0,0,False,37.0,0.0,8.0
https://github.com/ant-design/ant-design-pro-layout,2359,42.94,2.22,260,241,998,1,218,30,346,6.58,80.08,22416,122121,97835,0,0,False,,,
https://github.com/AamuLumi/sanic.js,92,19.0,0.05,1,4,54,0,12,1,0,0.0,0.0,3422,8219,2624,0,0,False,3541.0,0.0,521.0
https://github.com/fyndiq/fyndiq-ui,834,68.38,1.89,9,4,39,0,84,0,7,5.22,63.48,5149,74163,25237,0,0,False,5699.0,0.0,209.0
https://github.com/zhanyuzhang/simple-create-react-app,10,67.06,2.0,1,4,8,0,0,1,0,0.0,0.0,116,483,15,0,0,False,87.0,0.0,6.0
https://github.com/ArthusLiang/tellin,24,67.75,0.03,1,1,5,0,0,0,0,0.0,0.0,39345,54099,2394,0,0,False,1061.0,0.0,18.0
https://github.com/limhoooo/module-monorepo,106,3.1,1.26,1,0,0,0,22,0,0,0.0,0.0,3998,71531,31513,71531,31513,True,1611.0,2128.0,189.0
https://github.com/codetsunami/libxls10,11,46.48,2.75,1,1,1,0,0,0,0,0.0,0.0,471,1581,142,0,0,False,280.0,0.0,27.0
https://github.com/hampusohlsson/intersecting-ranges,25,68.48,0.21,1,2,8,0,2,1,1,0.0,0.0,93,297,94,0,0,False,68.0,0.0,16.0
https://github.com/Kaybel/scl-2018-01-FE-markdown,44,65.59,1.42,6,1,1,0,0,0,0,0.0,0.0,179,6901,827,0,0,False,120.0,0.0,18.0
https://github.com/ts95/lang-detector,57,61.09,0.04,3,10,48,2,1,1,1,0.0,0.0,185350,602198,584695,0,0,False,7718.0,0.0,11.0
https://github.com/jc-lab/asn1-stream.js,22,44.5,0.16,2,0,0,4,1,0,0,2.14,26.07,35,3068,624,0,0,False,32.0,546.0,11.0
https://github.com/oabtm/parsonic,23,87.15,0.16,2,0,0,0,0,0,0,0.0,0.0,54,241,110,0,0,False,54.0,0.0,9.0
https://github.com/netcode/better-errors,9,40.39,1.5,1,1,4,0,0,1,0,0.0,0.0,375,2807,878,0,0,False,135.0,0.0,14.0
https://github.com/AgusNeira/expression-parser,56,32.01,0.51,1,0,0,0,15,4,5,0.0,0.0,531,1472,582,0,0,False,373.0,0.0,11.0
https://github.com/arablocks/ara-identity-dns,25,60.62,0.38,2,0,1,0,1,0,0,3.75,45.62,303,13580,229,0,0,False,224.0,0.0,14.0
https://github.com/VictorRTXD/randomStringPlatziVictor,3,5.96,1.0,2,0,0,0,0,0,0,0.0,0.0,36,247,1,247,1,True,28.0,0.0,1.0
https://github.com/find1e/homebridge-mi-plug,7,69.89,7.0,1,0,1,0,0,0,0,0.0,0.0,86,215,102,0,0,False,66.0,0.0,15.0
https://github.com/heinzelmannchen/heinzelmannchen-template,90,116.61,0.82,2,0,0,0,0,0,1,0.0,0.0,310,2511,1832,0,0,False,400.0,0.0,32.0
https://github.com/borenXue/front-packages,159,9.93,0.14,3,0,0,0,0,0,0,0.52,6.35,985,12532,5096,6,3,False,,,
https://github.com/Aietes/node-red-contrib-harmony,73,21.49,0.04,9,18,15,2,5,16,16,0.47,5.75,549,8082,2061,0,0,False,472.0,0.0,118.0
